num	请观看视频并简单描述这段视频里的所有声音	你听见了什么声音	你会怎么描述这些声音	这些声音是什么物体/人发出的	这是在什么场景发出的声音	duration	filename	samplerate
3358	有人说话，后期操作声	人声，后期操作声	说话的声音，后期操作的声音	人，电脑	几个人说自己试管婴儿的情况	10.476167800453515	hospital_3707/03358.wav	44100
3359	人声，机器声，后期音乐声	人声，机器声，后期音乐声，旁白声	人声，机器声，后期声，旁白声	医生，机器，后期，旁白	医生讲述孩子情况	10.345555555555556	hospital_3707/03359.wav	44100
3359	医生正在讲解婴儿情况，伴随仪器发出的响声和背景音效，之后有介绍者的说话声	人声，仪器声，背景音效	医生和介绍者的说话声，仪器的响声，背景音效	医生，介绍者，仪器，电脑	医生正在讲解婴儿情况	10.345555555555556	hospital_3707/03359.wav	44100
3359	有人说话，后期操作声	人声，后期操作声	说话的声音，后期操作的声音	人，电脑	说婴儿的肺没发育好	10.345555555555556	hospital_3707/03359.wav	44100
3360	人声，后期声，机器声	人声，机器声，后期音乐声	人声，机器声，后期声	医生，后期，机器	医生讲述孩子情况	10.371678004535148	hospital_3707/03360.wav	44100
3360	医生正在讲解婴儿情况，伴随仪器发出的响声和背景音效	人声，仪器声，背景音效	医生的说话声，仪器的响声，背景音效	医生，仪器，电脑	医生正在讲解婴儿情况	10.371678004535148	hospital_3707/03360.wav	44100
3360	有人说话，后期操作声	人声，后期操作声	说话的声音，后期操作的声音	人，电脑	说胎盘给婴儿供应的血液是含有氧气的	10.371678004535148	hospital_3707/03360.wav	44100
3361	人声	人声，旁白声	人声，旁白声	医生，旁白	旁白介绍主刀医生	10.423922902494331	hospital_3707/03361.wav	44100
3361	医生正在介绍病人情况，伴随周围人的说话声，之后有介绍者的说话声	人声	医生，周围人，介绍者的说话声	医生，周围人，介绍者	医生正在介绍病人情况	10.423922902494331	hospital_3707/03361.wav	44100
3361	有人说话	人声	说话的声音	人	手术前讨论	10.423922902494331	hospital_3707/03361.wav	44100
3362	人声	人声	人声	医生	医生讨论，讲治疗方法	10.528412698412698	hospital_3707/03362.wav	44100
3362	医生正在介绍病人情况，伴随周围人的说话声，之后有介绍者的说话声	人声	医生，周围人，介绍者的说话声	医生，周围人，介绍者	医生正在介绍病人情况	10.528412698412698	hospital_3707/03362.wav	44100
3362	有人说话	人声	说话的声音	人	说驳回手术方案的原因	10.528412698412698	hospital_3707/03362.wav	44100
3363	人声，后期声，机器声	旁白声，后期音乐声，机器声	旁白声，铃声，哭声，歌声	旁白，机器，后期	接下来还有难关	10.55453514739229	hospital_3707/03363.wav	44100
3363	介绍者正在讲解婴儿情况，伴随仪器发出的响声和背景音效	人声，仪器声，背景音效	介绍者的说话声，仪器的响声，背景音效	介绍者，仪器，电脑	介绍者正在讲解婴儿情况	10.55453514739229	hospital_3707/03363.wav	44100
3363	有人说话，后期操作声	人声，后期操作声	说话的声音，后期操作的声音	人，电脑	说新生儿接下来一个月可能遇到的问题	10.55453514739229	hospital_3707/03363.wav	44100
3364	人声，后期声	旁白声，后期音乐声	旁白声，后期声	旁白，后期	介绍孩子情况	10.39780045351474	hospital_3707/03364.wav	44100
3364	介绍者正在讲解婴儿情况，伴随背景音效	人声，背景音效	介绍者的说话声，背景音效	介绍者，电脑	介绍者正在讲解婴儿情况	10.39780045351474	hospital_3707/03364.wav	44100
3364	有人说话，后期操作声	人声，后期操作声	说话的声音，后期操作的声音	人，电脑	说在暖箱的新生儿的状况	10.39780045351474	hospital_3707/03364.wav	44100
3365	人声，杂音	人声，杂音	人声，杂音	医生，话筒	医生讨论病情	10.685147392290247	hospital_3707/03365.wav	44100
3365	医生在向别人请教病情，伴随着周围人的说话声	人声	医生和周围人的说话声	医生，周围人	医生在向别人请教病情	10.685147392290247	hospital_3707/03365.wav	44100
3365	有人说话	人声	说话的声音	人	说病人的病况	10.685147392290247	hospital_3707/03365.wav	44100
3366	人声，后期音乐声	人声，后期音乐声	人声，后期声	医生，后期	孩子病情医生讨论	10.528412698412698	hospital_3707/03366.wav	44100
3366	医生在向患者家属讲解病情，伴随着关门声和背景音效，之后出现周围人的说话声	人声，背景音效，关门声	医生和患者家属的对话，关门声，背景音效，周围人的说话声	医生，患者家属，周围人，电脑，门	医生在向患者家属讲解病情	10.528412698412698	hospital_3707/03366.wav	44100
3366	有人说话，后期操作声，有人关门	人声，后期操作声，关门声	说话的声音，后期操作的声音，关门的声音	人，电脑，门	说新生儿呼吸困难的事情	10.528412698412698	hospital_3707/03366.wav	44100
3367	一名医生在打电话，然后两个医生在讨论病情，之后一名医生离开，有人声，背景音乐声，背景人声和走路声	人声，背景音乐声，背景人声和走路声	医生说话的声音，背景音乐声，背景人声和医生的走路声	人声由医生发出，背景音乐声由电脑发出，背景人声由电脑发出，走路声由医生发出	一名医生在打电话，然后两个医生在讨论病情，之后一名医生离开	10.606780045351474	hospital_3707/03367.wav	44100
3367	办公室，有人在说话，后期配乐声	人声，后期音乐，走路声	说话的声音，后期配乐声，	椅子坐着上说话的医生，走廊走动的医生	医生在桌上讨论方案，医生在走廊说话	10.606780045351474	hospital_3707/03367.wav	44100
3367	有人在说话，背景旁白，后期操作声	人声，旁白声，后期操作声	人说话的声音，旁白的声音，后期操作声	说话的声音由人发出，旁白声由主持人发出，后期操作声由电脑发出	医生在医院讨论如何给病人做手术	10.606780045351474	hospital_3707/03367.wav	44100
3368	医生为病人做完手术之后，将病人从手术室推出来，有广播声，背景音乐声	广播声，背景音乐声	医院的广播声，背景音乐声	广播声由医院广播发出，背景音乐声由电脑发出	医生为病人做完手术之后，将病人从手术室推出来	10.450045351473923	hospital_3707/03368.wav	44100
3368	病房，对话声，关门声，移病床的声音，扫地声，后期配乐声	人声，后期音乐，关门声，医院广播声	对话音，关手术门的声音，后期配乐声	病房的医生，病床，门	把病人推进手术室	10.450045351473923	hospital_3707/03368.wav	44100
3368	有人在说话，后期操作声	人的对话声，后期操作声	人声，后期操作声	对话声由人发出，后期操作声由电脑发出	医院里护士在照顾病人	10.450045351473923	hospital_3707/03368.wav	44100
3369	一名医生在医院行走，然后和另一名医生讨论病情，有人声，背景音乐声，对话声和喧闹声	人声，背景音乐声，对话声，喧闹声	医生说话的声音，背景音乐声，两名医生的对话声和周围的喧闹声	人声是由医生发出，背景音乐声由电脑发出，对话声由医生发出，喧闹声由周围的人发出	一名医生在医院行走，然后和另一名医生讨论病情	10.502290249433107	hospital_3707/03369.wav	44100
3369	病房内，有人在交谈的声音，后期背景音乐	人声，后期音乐	对话声，后期配乐声，	诊室门口的医生	两个医生在诊室门口讨论方案	10.502290249433107	hospital_3707/03369.wav	44100
3369	有人在说话，后期操作声	人的对话声，后期操作声	人对话的声音，后期操作声	对话声由人发出，后期操作声由电脑发出	医生在医院讨论病人的手术方案	10.502290249433107	hospital_3707/03369.wav	44100
3370	两名医生在讨论病情，有对话声，喧闹声，广播声，关门声，背景音乐声和背景人声	对话声，喧闹声，广播声，关门声，背景音乐声和背景人声	两名医生的对话声，周围的喧闹声，医院广播声，旁人关门声，背景音乐声和背景人声	对话声由医生发出，喧闹声由周围的人发出，广播声由医院广播发出，关门声由旁人发出，背景音乐声和背景人声由电脑发出	两名医生在医院大厅讨论病情	10.319433106575962	hospital_3707/03370.wav	44100
3370	诊室门口，医生在对话，医院广播声	人声，后期配乐，关门声	医生在讨论方案，背景是有些喧闹的环境声	诊室门口的医生，医院的病人或家属	两个医生在诊室门口讨论方案	10.319433106575962	hospital_3707/03370.wav	44100
3370	有人在说话，背景旁白，后期操作声	人声，旁白声，后期操作声	人说话的声音，旁白的声音，后期操作声	说话的声音由人发出，旁白声由主持人发出，后期操作声由电脑发出	医生在医院讨论如何给病人做手术	10.319433106575962	hospital_3707/03370.wav	44100
3371	两名医生在说话，有背景音乐声，背景人声，对话声，嘈杂声	背景音乐声，背景人声，对话声，嘈杂声	背景音乐声，背景人声，医生的对话声，周围的嘈杂声	背景音乐声和背景人声由电脑发出，对话声由医生发出，嘈杂声由周围的人发出	两名医生在办公室讨论病人病情	10.737392290249431	hospital_3707/03371.wav	44100
3371	办公室，医生说话声，后期配乐	人声，后期配乐	一个医生的说话声	医生	医生在办公室讲病情	10.737392290249431	hospital_3707/03371.wav	44100
3371	有人在说话，背景旁白，后期操作声	人声，旁白声，后期操作声	人说话的声音，旁白的声音，后期操作声	说话的声音由人发出，旁白声由主持人发出，后期操作声由电脑发出	医生在医院讨论如何给病人做手术	10.737392290249431	hospital_3707/03371.wav	44100
3372	两名医生在讨论，有对话声，嘈杂声，背景音乐声和背景人声	对话声，嘈杂声，背景音乐声和背景人声	医生的对话声，周围的嘈杂声，背景音乐声和背景人声	对话声由医生发出，嘈杂声由周围的人发出，背景音乐声和背景人声由电脑发出	两名医生在办公室讨论病人的病情	10.659024943310657	hospital_3707/03372.wav	44100
3372	办公室，医生说话声，后期配乐	人声，后期配乐	两个医生的说话声，后期配乐	两个医生	医生在办公室讲病情	10.659024943310657	hospital_3707/03372.wav	44100
3372	有人在说话，背景旁白，后期操作声	人声，旁白声，后期操作声	人说话的声音，旁白的声音，后期操作声	说话的声音由人发出，旁白声由主持人发出，后期操作声由电脑发出	医生在医院讨论如何进行手术	10.659024943310657	hospital_3707/03372.wav	44100
3373	医生在跟病人和家属说话，有背景音乐声和背景人声	背景音乐声和背景人声	背景音乐声，背景人声	由电脑发出	医生在办公室向病人和家属介绍治疗方案	10.71126984126984	hospital_3707/03373.wav	44100
3373	办公室，医生说话声，后期配乐	人声，后期配乐	医生讲方案的说话声，后期配乐	医生	医生在办公室给病人及家属讲治疗方案	10.71126984126984	hospital_3707/03373.wav	44100
3373	背景旁白，后期操作声	旁白声，后期操作声	旁白的声音，后期操作声	旁白声由主持人发出，后期操作声由电脑发出	医生在给病人讲解手术方案	10.71126984126984	hospital_3707/03373.wav	44100
3374	医生跟病人和家属说话，有对话声和背景音乐声	对话声，背景音乐声	医生和病人的对话声，背景音乐声	由医生、病人和电脑发出	医生在办公室跟病人和家属介绍手术方案	10.032086167800452	hospital_3707/03374.wav	44100
3374	办公室，医生和病人的说话声，后期配乐	人声，后期配乐	说话的声音，后期配乐	医生，患者	办公室，医生和病人在交流	10.032086167800452	hospital_3707/03374.wav	44100
3374	有人在说话，后期操作声	人的对话声，后期操作声	人声，后期操作声	对话声由人发出，后期操作声由电脑发出	医生在给病人讲解手术风险与目的	10.032086167800452	hospital_3707/03374.wav	44100
3375	医生在跟病人说话，然后切换到另一场景，病人在跟旁人说话，有人声，对话声，背景音乐声	人声，对话声和背景音乐声	医生说话的声音，病人跟旁人对话的声音，背景音乐声	人声由医生发出，对话声由病人跟旁人发出，背景音乐声由电脑发出	医生在办公室让病人签字，然后切换到另一个场景，病人在接受采访	10.580657596371884	hospital_3707/03375.wav	44100
3375	办公室，医生和病人的说话声，纸在桌子上摩擦的声音，后期配乐	人声，后期配乐	说话的声音，后期配乐	医生，患者，纸张	办公室，医生指导病人签字	10.580657596371884	hospital_3707/03375.wav	44100
3375	有人在说话，背景旁白，后期操作声	人声，旁白声，后期操作声	人说话的声音，旁白的声音，后期操作声	说话的声音由人发出，旁白声由主持人发出，后期操作声由电脑发出	医院里病人在手术方案上签字并接受采访	10.580657596371884	hospital_3707/03375.wav	44100
3376	医生在查看病人情况，护士在为病人治疗，有背景音乐声，背景人声	背景音乐声和背景人声	背景音乐声，背景人声	由电脑发出	医生在病房内查看病人情况，护士在为病人治疗，	10.345555555555556	hospital_3707/03376.wav	44100
3376	病房，背景音乐配合有物品摩擦的声音	输液袋的摩擦音，背景音乐	给病人上输液袋的声音，后期配乐	输液袋	医生在病房看病人，护士换输液袋	10.345555555555556	hospital_3707/03376.wav	44100
3376	背景旁白	旁白声	旁白的声音	旁白声由主持人发出	医院里主持人在介绍病人病情	10.345555555555556	hospital_3707/03376.wav	44100
3377	医生在说话，有人声和后期操作声	人声，后期操作声	医生说话的声音，后期操作的声音	由医生和电脑发出	一名医生在说话	10.528412698412698	hospital_3707/03377.wav	44100
3377	办公室，医生讲解声	人声	医生讲解的声音	医生	医生在办公室讲解	10.528412698412698	hospital_3707/03377.wav	44100
3377	有人在说话	人声	人说话的声音	对话声由人发出	医院里医生在讲解病人病情的严重程度	10.528412698412698	hospital_3707/03377.wav	44100
3378	医生在为老人治疗，另一位医生在办公室跟家属说话，有对话声，背景人声，背景音乐声和嘈杂声	对话声，背景人声，背景音乐声和嘈杂声	医生和家属的对话声，背景人声，背景音乐声和周围的嘈杂声	对话声由医生和家属发出，背景人声和背景音乐声由电脑发出，嘈杂声由周围的人发出	一名医生在为病人治疗，另一位医生在办公室跟家属对话	10.423922902494331	hospital_3707/03378.wav	44100
3378	诊室，医生和病人的交谈声，背景音乐，有些嘈杂的病房环境声	人声，背景音乐	说话的声音，背景音乐声	医生，病人，病房	诊室里，病人在询问医生	10.423922902494331	hospital_3707/03378.wav	44100
3378	有人在说话，背景旁白	人声，旁白声	人说话的声音，旁白的声音	说话的声音由人发出，旁白声由主持人发出	医院里主持人介绍手术风险，医生介绍手术	10.423922902494331	hospital_3707/03378.wav	44100
3379	医生和护士将病人从病房推入手术室，有人声，对话声，背景音乐声，推动病床的声音	人声，对话声，背景音乐声，推动病床的声音	医生护士说话的声音，医生和病人、旁人和家属的对话声，背景音乐声，医生和护士推动病床的声音	人声由医生护士发出，对话声由医生、护士和病人以及旁人和家属发出，背景音乐声由电脑发出，推动病床的声音由医生护士推动病床发出	医生和护士安慰病人并将病人推出病房	10.580657596371884	hospital_3707/03379.wav	44100
3379	病房内，人说话的声音，推进手术室的声音	人声，背景声，病床的声音	说话的声音，后期配乐，病床的声音	护士，病人，病人家属，病床的声音	病房里，手术前护士询问病人是否准备好，并推进手术室	10.580657596371884	hospital_3707/03379.wav	44100
3379	有人在说话，后期操作声，背景旁白	人的对话声，后期操作声，旁白声	人声，后期操作声，旁白声	对话声由人发出，后期操作声由电脑发出，旁白声由主持人发出	医院里病人即将进行手术	10.580657596371884	hospital_3707/03379.wav	44100
3380	家属看着病人被推到电梯，有人声，背景音乐声和病床的声音	人声，背景音乐声和病床的声音	家属、病人说话的声音，背景音乐声和医生护士推动病床的声音	人声由家属和病人发出，背景音乐声由电脑发出，病床的声音由医生护士推动病床发出	家属在办公室门口看着病人被医生推进电梯	10.8418820861678	hospital_3707/03380.wav	44100
3380	走廊里，有人在说话，配合背景音乐，护士说话声，病床推进电梯的声音	人声，背景音乐，病床推进电梯的声音	后期配乐，病人家属的声音，病床推进电梯的声音	护士，病人，病床，病人家属	走廊里，把病床推进电梯	10.8418820861678	hospital_3707/03380.wav	44100
3380	有人在说话，后期操作声，背景旁白	人的对话声，后期操作声，旁白声	人声，后期操作声，旁白声	对话声由人发出，后期操作声由电脑发出，旁白声由主持人发出	医院里病人被推入手术室，家属焦急等待	10.8418820861678	hospital_3707/03380.wav	44100
3381	一名医生在说话，有人声，手机铃声和后期操作声	人声，手机铃声和后期操作声	医生说话的声音，手机铃声和后期操作声	人声由医生发出，手机铃声由手机发出和后期操作声由电脑发出	一名医生在病房内说话	10.39780045351474	hospital_3707/03381.wav	44100
3381	办公室，医生在说话，手机QQ消息提示音	人声，手机QQ消息的声音	说话的声音，手机QQ消息提示音	医生，手机	医生在办公室讲解病情	10.39780045351474	hospital_3707/03381.wav	44100
3381	有人在说话	人声	人说话的声音	对话声由人发出	医院里医生在讲解病人手术风险	10.39780045351474	hospital_3707/03381.wav	44100
3382	一名病人在说话，有人声和背景音乐声	人声，背景音乐声	病人说话的声音和背景音乐声	人声由病人发出，背景音乐声由电脑发出，喧闹声由周围的人发出	一名病人躺在病床上说话	10.502290249433107	hospital_3707/03382.wav	44100
3382	电梯里，有人在说话	人声	说话的声音	患者	电梯里，患者再说话	10.502290249433107	hospital_3707/03382.wav	44100
3382	有人在说话	人声	人说话的声音	对话声由人发出	电梯里病人在讲述自己此时心情	10.502290249433107	hospital_3707/03382.wav	44100
3383	医生在为病人做手术，有人声，心电监护仪及其他仪器的声音，手术钳的声音	人声，心电监护仪及其他仪器的声音，手术钳的声音	医生说话的声音，心电监护仪及其他仪器的声音，手术钳的声音	人声由医生发出，心电监护仪及其他仪器的声音由医院仪器发出，手术钳的声音由医生使用手术钳发出	几名医生为病人做手术	10.659024943310657	hospital_3707/03383.wav	44100
3383	手术室，有人在交流，手术室医疗器械的滴滴声，手术刀的碰撞声	人声，环境声，手术器械的碰撞声和滴滴声	说话的声音，医疗仪器的声音	医生，医疗仪器	手术室，医生在进行手术	10.659024943310657	hospital_3707/03383.wav	44100
3383	有人在说话，医疗仪器声	人声，仪器声	人说话的声音，仪器发出的声音	对话声由人发出，仪器声由医疗仪器发出	手术室内病人正在接受手术	10.659024943310657	hospital_3707/03383.wav	44100
3384	医生为病人手术之后，一名医生拿着从病人体内取出的东西去检查，其他医生在手术室等待，有人声，背景音乐声和背景人声	人声，背景音乐声和背景人声	医生说话的声音，背景音乐声和背景人声	人声由医生发出，背景音乐声和背景人声由电脑发出	医生为病人手术之后，一名医生拿着从病人体内取出的东西去检查，其他医生在手术室等待	10.502290249433107	hospital_3707/03384.wav	44100
3384	手术室，塑料袋的声音，说话声，走路声，后期配乐	人声，后期配乐，塑料袋的声音，走路声	说话的声音，塑料袋的声音，走路声，后期配乐	医生，塑料袋	手术室，医生在进行手术	10.502290249433107	hospital_3707/03384.wav	44100
3384	背景旁白后期操作声	旁白声，后期操作声	旁白的声音，后期操作声	旁白声由主持人发出，后期操作声由电脑发出	手术室内病人正在接受手术	10.502290249433107	hospital_3707/03384.wav	44100
3385	医生在手术室看着病人，有背景音乐声，背景人声，心电监护仪的声音和车声	背景音乐声，背景人声，心电监护仪的声音和车声	背景音乐声，背景人声，医院的心电监护仪的声音和路上车行驶的声音		医生在手术室看着病人的情况，等待检查结果	10.71126984126984	hospital_3707/03385.wav	44100
3385	手术室，手术室医疗器械的滴滴声，后期配乐	手术器械的滴滴声，后期配乐	医疗仪器的滴滴声音，后期配乐	医疗仪器	手术室里医生进行手术	10.71126984126984	hospital_3707/03385.wav	44100
3385	背景旁白后期操作声	旁白声，后期操作声	旁白的声音，后期操作声	旁白声由主持人发出，后期操作声由电脑发出	医院里，主持人介绍医生门正在等待检查结果以决定手术是否进行下去	10.71126984126984	hospital_3707/03385.wav	44100
3386	医生在跟病人说话，有人声，哭声，背景音乐声，背景人声	人声，哭声，背景音乐声，背景人声	医生说话的声音，病人的哭声，背景音乐声，背景人声	人声由医生发出，哭声由病人发出，背景音乐声和背景人声由电脑发出	医生在办公室跟病人说话，然后切换到另一场景，医生一个人在说话	10.55453514739229	hospital_3707/03386.wav	44100
3386	办公室，有人在说话，后期配乐	人声，后期配乐	说话的声音，后期配乐	医生，患者，	办公室，医生和病人在交流	10.55453514739229	hospital_3707/03386.wav	44100
3386	有人在说话，背景旁白	人声，旁白声	人说话的声音，旁白的声音	说话的声音由人发出，旁白声由主持人发出	医院里医生介绍病人，主持人介绍背景	10.55453514739229	hospital_3707/03386.wav	44100
3387	医生在为病人做检查，有背景音乐声和背景人声	背景音乐声和背景人声	背景音乐声，背景人声	由电脑发出	医生们在为病人做检查	10.371678004535148	hospital_3707/03387.wav	44100
3387	手术室内，后期配乐，手术室环境音	人声，手术室环境声，后期配乐	说话的声音，手术室环境声，后期配乐	手术室	手术室，给老人做手术	10.371678004535148	hospital_3707/03387.wav	44100
3387	背景旁白后期操作声	旁白声，后期操作声	旁白的声音，后期操作声	旁白声由主持人发出，后期操作声由电脑发出	医院里主持人介绍手术风险	10.371678004535148	hospital_3707/03387.wav	44100
3388	医生在为病人做检查，有对话声，仪器声，后期操作声	对话声，仪器声，后期操作声	医生跟旁人对话的声音，操作仪器的声音，后期操作声	对话声由医生跟旁人发出，仪器声由仪器发出，后期操作声由电脑发出	医生一边检查病人的身体一边向旁边的人讲解	10.685147392290247	hospital_3707/03388.wav	44100
3388	实验室，有人说话，仪器的声音，后期配乐	人声，后期配乐，仪器的声音	医生在说话，仪器的声音，后期配乐	医生，仪器，后期配乐	实验室，医生用显微镜观察胚胎	10.685147392290247	hospital_3707/03388.wav	44100
3388	有人在说话，后期操作声	人的对话声，后期操作声	人声，后期操作声	对话声由人发出，后期操作声由电脑发出	医院里医生介绍检查情况	10.685147392290247	hospital_3707/03388.wav	44100
3389	医生在跟病人家属说话，有对话声，走路声，手机铃声，嘈杂声，背景音乐声和背景人声	对话声，走路声，手机铃声，嘈杂声，背景音乐声和背景人声	医生和家属的对话声，旁人的走路声，手机铃声，周围的嘈杂声，背景音乐声和背景人声	对话声由医生和家属，走路声由旁人发出，手机铃声由手机发出，嘈杂声由周围的人发出，背景音乐声和背景人声由电脑发出	医生在手术前跟病人家属说话，让家属签字	10.39780045351474	hospital_3707/03389.wav	44100
3389	手术室外，有人说话，后期配乐，走路声，QQ消息的声音	人声，走路声，QQ消息提示音	说话的声音，走路声，QQ提示音	医生，手机	手术外，医生给患者家属讲解	10.39780045351474	hospital_3707/03389.wav	44100
3389	有人在说话，背景旁白，后期操作声	人声，旁白声，后期操作声	人说话的声音，旁白的声音，后期操作声	说话的声音由人发出，旁白声由主持人发出，后期操作声由电脑发出	医院里医生介绍手术情况	10.39780045351474	hospital_3707/03389.wav	44100
3390	医生在展示检查结果，病人在说话，有人声，仪器声和后期操作声	人声，仪器声和后期操作声	医生、病人说话的声音，检查的仪器声和后期操作声	人声由医生和家属发出，仪器声由医院仪器发出，后期操作声由电脑发出	医生在向旁人展示病人的检查结果，病人在说话	10.528412698412698	hospital_3707/03390.wav	44100
3390	办公室，有人在说话，有纸摩擦的声音	人声，纸张摩擦声	说话的声音，纸张摩擦的声音	病人，纸张	病人在说自己的情况	10.528412698412698	hospital_3707/03390.wav	44100
3390	有人在说话	人声	人说话的声音	对话声由人发出	医院里医生介绍检查情况，病人介绍心情	10.528412698412698	hospital_3707/03390.wav	44100
3391	医生将病人抬上手术床，有人声，仪器声，背景人声，背景音乐声	人声，仪器声，背景人声，背景音乐声	医生、护士和家属对病人说话的声音，医院的仪器声，背景人声，背景音乐声	人声由医生、护士和家属发出，仪器声由仪器发出，背景人声和背景音乐声由电脑发出	医生、护士和家属将病人抬上手术床并安慰病人	10.293310657596374	hospital_3707/03391.wav	44100
3391	手术室内，有人在说话，后期配乐	人声，后期配乐	说话的声音，后期配乐声	医生，病人家属，后期配乐	手术室，病人家属全程陪同	10.293310657596374	hospital_3707/03391.wav	44100
3391	有人在说话，背景旁白	人声，旁白声	人说话的声音，旁白的声音	说话的声音由人发出，旁白声由主持人发出	医院里主持人介绍特殊情况，病人接受检查	10.293310657596374	hospital_3707/03391.wav	44100
3392	医生为病人做好手术前的准备工作，有人声，仪器声，背景音乐声	人声，仪器声，背景音乐声	医生、护士和家属对病人说话的声音，医院仪器的声音，背景音乐声	人声由医生、护士和家属发出，仪器声由仪器发出，背景音乐声由电脑发出	医生和护士为病人做手术前的准备工作	10.659024943310657	hospital_3707/03392.wav	44100
3392	手术室，有人在说话，后期配乐	人声，后期配乐	说话声，后期配乐	医生，病人家属，后期配乐	手术室，病人家属全程陪同	10.659024943310657	hospital_3707/03392.wav	44100
3392	有人在说话，后期操作声	人的对话声，后期操作声	人声，后期操作声	对话声由人发出，后期操作声由电脑发出	医院里病人接受检查	10.659024943310657	hospital_3707/03392.wav	44100
3393	一名医生在讲解手术过程，有人声和背景音乐声	人声，背景音乐声	医生说话的声音，背景音乐声	人声由医生发出，背景音乐声由电脑发出	一名医生在讲解自己做手术的过程	10.659024943310657	hospital_3707/03393.wav	44100
3393	办公室，有人在说话，后期配乐	人声，后期配乐	说话的声音，后期配乐声	医生，后期配乐	医生在办公室讲解	10.659024943310657	hospital_3707/03393.wav	44100
3393	有人在说话，后期操作声	人的对话声，后期操作声	人声，后期操作声	对话声由人发出，后期操作声由电脑发出	医院里医生介绍手术情况	10.659024943310657	hospital_3707/03393.wav	44100
3394	医生让病人签字并离开，有人声，背景人声和背景音乐声	人声，背景人声和背景音乐声	病人对医生说话的声音，背景人声和背景音乐声	人声由病人发出，背景人声和背景音乐声由电脑发出	医生在办公室让病人签字并离开	10.737392290249431	hospital_3707/03394.wav	44100
3394	办公室，医生和病人的说话声，后期配乐	人声，后期配乐	说话声，后期配乐	病人	办公室，医生和病人在交流	10.737392290249431	hospital_3707/03394.wav	44100
3394	背景旁白，后期操作声	旁白声，后期操作声	旁白的声音，后期操作声	旁白声由主持人发出，后期操作声由电脑发出	医院里主持人介绍背景	10.737392290249431	hospital_3707/03394.wav	44100
3395	一名医生在讲解病人手术的情况，有人声，背景音乐声，呻吟声	人声，背景音乐声，呻吟声	医生说话的声音，背景音乐声，病人的呻吟声	人声由医生发出，背景音乐声由电脑发出，呻吟声由病人发出	一名医生坐在病房讲解病人在手术过程中的情况	10.293310657596374	hospital_3707/03395.wav	44100
3395	病房门口，有人在说话，后期配乐，病人呐喊	人声，后期配乐	医生讲解的声音，病人的喊声，后期配乐	病人，医生	医生在讲病情，病人手术过程的喊声	10.293310657596374	hospital_3707/03395.wav	44100
3395	有人在说话，后期操作声	人的对话声，后期操作声	人声，后期操作声	对话声由人发出，后期操作声由电脑发出	医院里医生介绍患者特殊情况导致的风险	10.293310657596374	hospital_3707/03395.wav	44100
3396	医生为病人做手术，有对话声，背景音乐声，仪器声	对话声，背景音乐声，仪器声	医生的对话声，背景音乐声，医院的仪器声	对话声由医生发出，背景音乐声由电脑发出，仪器声由医院仪器发出	一群医生在为病人做手术	10.319433106575962	hospital_3707/03396.wav	44100
3396	手术室，有人在说话，仪器声，后期配乐	人声，仪器声，后期配乐	说话的声音，后期配乐，仪器的声音	医生，仪器，后期配乐	手术室，医生在进行手术	10.319433106575962	hospital_3707/03396.wav	44100
3396	有人在说话，后期操作声	人的对话声，后期操作声	人声，后期操作声	对话声由人发出，后期操作声由电脑发出	医院里病人接受检查	10.319433106575962	hospital_3707/03396.wav	44100
3397	医生为病人做手术，有对话声，背景人声，背景音乐声，仪器声	对话声，背景人声，背景音乐声，仪器声	医生的对话声，背景人声，背景音乐声，医院的仪器声	对话声由医生发出，背景人声和背景音乐声由电脑发出，仪器声由仪器发出	一群医生在为病人做手术	10.39780045351474	hospital_3707/03397.wav	44100
3397	手术室门口，有人在说话，仪器的滴滴声，后期配乐	人声，仪器滴滴的声音，后期配乐	医生说话的声音，仪器滴滴的声音，后期配乐	医生，医疗仪器	手术室，医生在进行手术	10.39780045351474	hospital_3707/03397.wav	44100
3397	有人在说话，背景旁白，后期操作声	人声，旁白声，后期操作声	人说话的声音，旁白的声音，后期操作声	说话的声音由人发出，旁白声由主持人发出，后期操作声由电脑发出	医院里医生正在对病人进行治疗	10.39780045351474	hospital_3707/03397.wav	44100
3398	手术结束之后医生将病人抱到病床上，家属跟病人说话，有人声，对话声，背景音乐声	人声，对话声，背景音乐声	医生说话的声音，家属和病人的对话声，背景音乐声	人声由医生发出，对话声由病人和家属发出，背景音乐声由电脑发出	医生为病人做完手术之后将病人抱到病床上，家属跟病人说话	10.606780045351474	hospital_3707/03398.wav	44100
3398	手术室，多人在说话，后期配乐，取输液袋的声音	人声，后期配乐，取输液袋的声音	多人说话的声音，后期配乐，取输液袋的声音	病人家属，后期配乐	手术室，家属在安慰病人	10.606780045351474	hospital_3707/03398.wav	44100
3398	有人在说话	人声	人说话的声音	对话声由人发出	医院里病人完成了手术，家属正在安抚病人	10.606780045351474	hospital_3707/03398.wav	44100
3399	医生和护士将病人推出手术室，有对话声，背景人声和背景音乐声	对话声，背景人声和背景音乐声	家属和病人的对话声，背景人声和背景音乐声	对话声由家属和病人发出，背景人声和背景音乐声由电脑发出	医生和护士将病人推出手术室	10.345555555555556	hospital_3707/03399.wav	44100
